GRB Name: 190512A, Detection Day: 14:40:09, Detection Time: 903357, XRT RA Coordinates: 82.40205:29:36.5, Redshift: -7.582-07:34:55.2
GRB Name: 190511A, Detection Day: 07:14:48, Detection Time: 903158, XRT RA Coordinates: 126.44308:25:46.3, Redshift: -20.252-20:15:07.2
GRB Name: 190427A, Detection Day: 04:34:15, Detection Time: 900730, XRT RA Coordinates: 280.21718:40:52.1, Redshift: 40.30440:18:14.4
GRB Name: 190424A, Detection Day: 10:00:43, Detection Time: 900285, XRT RA Coordinates: 48.69303:14:46.3, Redshift: 20.23920:14:20.4
GRB Name: 190422A, Detection Day: 22:55:29, Detection Time: 899979, XRT RA Coordinates: 182.12612:08:30.2, Redshift: -60.167-60:10:01.2
GRB Name: 190404C, Detection Day: 13:14:08, Detection Time: MAXI, XRT RA Coordinates: 220.98714:43:56.9, Redshift: -22.632-22:37:55.2
GRB Name: 190331B, Detection Day: 03:59:05, Detection Time: Ground Analysis, XRT RA Coordinates: 326.25821:45:01.9, Redshift: -54.555-54:33:18.0
GRB Name: 190331A, Detection Day: 02:14:37.50, Detection Time: 895813, XRT RA Coordinates: 28.57301:54:17.5, Redshift: 27.63527:38:06.0
GRB Name: 190326A, Detection Day: 07:35:28, Detection Time: 895006, XRT RA Coordinates: 341.65222:46:36.5, Redshift: 39.91439:54:50.4
GRB Name: 190324A, Detection Day: 22:44:01, Detection Time: 894718, XRT RA Coordinates: 49.60303:18:24.7, Redshift: -47.212-47:12:43.2
GRB Name: 190320A, Detection Day: 01:14:36, Detection Time: 893808, XRT RA Coordinates: 117.82407:51:17.8, Redshift: -45.876-45:52:33.6
GRB Name: 190311A, Detection Day: 14:23:33, Detection Time: 892607, XRT RA Coordinates: 212.06714:08:16.1, Redshift: 53.48653:29:09.6
GRB Name: 190305A, Detection Day: 13:05:19.34, Detection Time: AGILE, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 190220A, Detection Day: 02:59:34, Detection Time: 889785, XRT RA Coordinates: 330.12822:00:30.7, Redshift: -76.669-76:40:08.4
GRB Name: 190219A, Detection Day: 19:38:58, Detection Time: 889748, XRT RA Coordinates: 189.68612:38:44.6, Redshift: 76.60676:36:21.6
GRB Name: 190211A, Detection Day: 16:54:44, Detection Time: 888648, XRT RA Coordinates: 196.65213:06:36.5, Redshift: 41.97641:58:33.6
GRB Name: 190204A, Detection Day: 05:46:01, Detection Time: 887579887580, XRT RA Coordinates: 351.49123:25:57.8, Redshift: 54.88454:53:02.4
GRB Name: 190203A, Detection Day: 15:44:08, Detection Time: 887512, XRT RA Coordinates: 22.60301:30:24.7, Redshift: 55.73655:44:09.6
GRB Name: 190202A, Detection Day: 01:39:30, Detection Time: 887217, XRT RA Coordinates: 166.50611:06:01.4, Redshift: 9.39309:23:34.8
GRB Name: 190129B, Detection Day: 12:15:34, Detection Time: IPN, XRT RA Coordinates: 117.28507:49:08.4, Redshift: 1.25701:15:25.2
GRB Name: 190123A, Detection Day: 12:19:13, Detection Time: 885314, XRT RA Coordinates: 53.17503:32:42.0, Redshift: 45.50545:30:18.0
GRB Name: 190114C, Detection Day: 20:57:03, Detection Time: 883832, XRT RA Coordinates: 54.50303:38:00.7, Redshift: -26.938-26:56:16.8
GRB Name: 190114B, Detection Day: 19:31:12, Detection Time: 883818, XRT RA Coordinates: 174.86811:39:28.3, Redshift: 18.88218:52:55.2
GRB Name: 190114A, Detection Day: 03:10:49, Detection Time: 883600, XRT RA Coordinates: 65.54304:22:10.3, Redshift: 2.19602:11:45.6
GRB Name: 190110A, Detection Day: 17:24:48, Detection Time: 883012, XRT RA Coordinates: 276.93918:27:45.4, Redshift: -53.643-53:38:34.8
GRB Name: 190109B, Detection Day: 11:56:09, Detection Time: 882809, XRT RA Coordinates: 55.56303:42:15.1, Redshift: 63.59263:35:31.2
GRB Name: 190109A, Detection Day: 05:12:41, Detection Time: 882747, XRT RA Coordinates: 33.21302:12:51.1, Redshift: 38.11138:06:39.6
GRB Name: 190106A, Detection Day: 13:34:44, Detection Time: 882252, XRT RA Coordinates: 29.87701:59:30.5, Redshift: 23.83923:50:20.4
GRB Name: 190103B, Detection Day: 21:03:51, Detection Time: 881709, XRT RA Coordinates: 212.56114:10:14.6, Redshift: 35.25435:15:14.4
GRB Name: 181228A, Detection Day: 02:53:17, Detection Time: 879909, XRT RA Coordinates: 49.83103:19:19.4, Redshift: 13.21213:12:43.2
GRB Name: 181224A, Detection Day: 13:36:51, Detection Time: 878911, XRT RA Coordinates: 125.94908:23:47.8, Redshift: 6.19406:11:38.4
GRB Name: 181213A, Detection Day: 12:57:38, Detection Time: 876016, XRT RA Coordinates: 248.21016:32:50.4, Redshift: 78.50078:30:00.0
GRB Name: 181203A, Detection Day: 12:08:47, Detection Time: 874475, XRT RA Coordinates: 108.34107:13:21.8, Redshift: -39.783-39:46:58.8
GRB Name: 181202A, Detection Day: 06:36:24, Detection Time: 874334, XRT RA Coordinates: 280.73718:42:56.9, Redshift: 27.97627:58:33.6
GRB Name: 181201A, Detection Day: 02:38:00, Detection Time: INTEGRAL, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 181126A, Detection Day: 09:54:08, Detection Time: 873539, XRT RA Coordinates: 152.35010:09:24.0, Redshift: -29.698-29:41:52.8
GRB Name: 181125A, Detection Day: 08:54:39, Detection Time: 873433, XRT RA Coordinates: 268.39117:53:33.8, Redshift: -2.634-02:38:02.4
GRB Name: 181123B, Detection Day: 05:33:03, Detection Time: 873186, XRT RA Coordinates: 184.35412:17:25.0, Redshift: 14.61914:37:08.4
GRB Name: 181110A, Detection Day: 08:43:31, Detection Time: 871316, XRT RA Coordinates: 302.33020:09:19.2, Redshift: -36.878-36:52:40.8
GRB Name: 181103A, Detection Day: 04:22:30, Detection Time: 870201, XRT RA Coordinates: 197.09313:08:22.3, Redshift: 52.22052:13:12.0
GRB Name: 181030A, Detection Day: 01:27:22, Detection Time: 869494, XRT RA Coordinates: 146.91609:47:39.8, Redshift: 14.65714:39:25.2
GRB Name: 181027A, Detection Day: 01:48:59, Detection Time: 868984, XRT RA Coordinates: 225.36115:01:26.6, Redshift: 30.93730:56:13.2
GRB Name: 181023A, Detection Day: 02:04:02, Detection Time: 868427, XRT RA Coordinates: 248.32216:33:17.3, Redshift: 19.58119:34:51.6
GRB Name: 181022A, Detection Day: 17:30:13, Detection Time: 868312, XRT RA Coordinates: 56.80803:47:13.9, Redshift: -29.374-29:22:26.4
GRB Name: 181020A, Detection Day: 19:00:33, Detection Time: 867987, XRT RA Coordinates: 13.98700:55:56.9, Redshift: -47.372-47:22:19.2
GRB Name: 181016A, Detection Day: 00:55:00, Detection Time: 867252, XRT RA Coordinates: 231.27315:25:05.5, Redshift: -35.307-35:18:25.2
GRB Name: 181013A, Detection Day: 02:39:29, Detection Time: 866783, XRT RA Coordinates: 207.66113:50:38.6, Redshift: 40.10740:06:25.2
GRB Name: 181010A, Detection Day: 05:55:51, Detection Time: 866434, XRT RA Coordinates: 52.57403:30:17.8, Redshift: -23.023-23:01:22.8
GRB Name: 181003A, Detection Day: 05:11:03, Detection Time: 865179, XRT RA Coordinates: 52.48103:29:55.4, Redshift: -33.991-33:59:27.6
GRB Name: 181002A, Detection Day: 11:26:43, Detection Time: 865036, XRT RA Coordinates: 64.73904:18:57.4, Redshift: 15.24815:14:52.8
GRB Name: 180930A, Detection Day: 12:43:49, Detection Time: 864584, XRT RA Coordinates: 76.89405:07:34.6, Redshift: -25.124-25:07:26.4
GRB Name: 180925A, Detection Day: 14:37:31, Detection Time: 863421, XRT RA Coordinates: 315.21221:00:50.9, Redshift: -64.450-64:27:00.0
GRB Name: 180924A, Detection Day: 15:22:22, Detection Time: 863186, XRT RA Coordinates: 49.20703:16:49.7, Redshift: -58.524-58:31:26.4
GRB Name: 180914B, Detection Day: 18:23:02.22, Detection Time: AGILE, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 180905A, Detection Day: 13:57:46, Detection Time: 859421, XRT RA Coordinates: 91.03806:04:09.1, Redshift: -4.592-04:35:31.2
GRB Name: 180904A, Detection Day: 21:28:32, Detection Time: 859282, XRT RA Coordinates: 274.26018:17:02.4, Redshift: 46.64046:38:24.0
GRB Name: 180828A, Detection Day: 18:57:34, Detection Time: 856977, XRT RA Coordinates: 268.70417:54:49.0, Redshift: -25.791-25:47:27.6
GRB Name: 180823A, Detection Day: 19:04:32, Detection Time: 855434, XRT RA Coordinates: 210.35814:01:25.9, Redshift: 14.90114:54:03.6
GRB Name: 180821A, Detection Day: 16:40:34, Detection Time: 854578, XRT RA Coordinates: 7.73900:30:57.4, Redshift: -38.612-38:36:43.2
GRB Name: 180818B, Detection Day: 12:30:18, Detection Time: 853882, XRT RA Coordinates: 104.22706:56:54.5, Redshift: 39.31039:18:36.0
GRB Name: 180818A, Detection Day: 03:12:04, Detection Time: 853824, XRT RA Coordinates: 169.69811:18:47.5, Redshift: -48.344-48:20:38.4
GRB Name: 180812A, Detection Day: 08:22:30, Detection Time: 852903, XRT RA Coordinates: 245.83916:23:21.4, Redshift: 74.67474:40:26.4
GRB Name: 180809B, Detection Day: 20:28:48, Detection Time: 852553, XRT RA Coordinates: 299.71219:58:50.9, Redshift: -15.293-15:17:34.8
GRB Name: 180809A, Detection Day: 11:38:25, Detection Time: MAXI, XRT RA Coordinates: 297.79319:51:10.3, Redshift: -34.663-34:39:46.8
GRB Name: 180806A, Detection Day: 22:38:59.66, Detection Time: Fermi, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 180805B, Detection Day: 13:02:36, Detection Time: 851855, XRT RA Coordinates: 25.87701:43:30.5, Redshift: -17.475-17:28:30.0
GRB Name: 180805A, Detection Day: 09:04:49, Detection Time: 851829, XRT RA Coordinates: 167.57511:10:18.0, Redshift: -45.327-45:19:37.2
GRB Name: 180728A, Detection Day: 17:29:00, Detection Time: 850471, XRT RA Coordinates: 253.57416:54:17.8, Redshift: -54.037-54:02:13.2
GRB Name: 180727A, Detection Day: 14:15:28, Detection Time: 850231, XRT RA Coordinates: 346.63923:06:33.4, Redshift: -63.066-63:03:57.6
GRB Name: 180721A, Detection Day: 11:06:48, Detection Time: 849018, XRT RA Coordinates: 347.70823:10:49.9, Redshift: 4.87104:52:15.6
GRB Name: 180720C, Detection Day: 22:23:57, Detection Time: 848932, XRT RA Coordinates: 265.65517:42:37.2, Redshift: -26.634-26:38:02.4
GRB Name: 180720B, Detection Day: 14:21:44, Detection Time: 848890, XRT RA Coordinates: 0.52800:02:06.7, Redshift: -2.925-02:55:30.0
GRB Name: 180718A, Detection Day: 01:57:45, Detection Time: Ground Analysis, XRT RA Coordinates: 336.01922:24:04.6, Redshift: 2.79002:47:24.0
GRB Name: 180715A, Detection Day: 18:07:05, Detection Time: 848048, XRT RA Coordinates: 235.08515:40:20.4, Redshift: -0.899-00:53:56.4
GRB Name: 180709A, Detection Day: 10:52:00, Detection Time: 846868, XRT RA Coordinates: 38.08602:32:20.6, Redshift: 60.33360:19:58.8
GRB Name: 180706A, Detection Day: 08:24:40, Detection Time: 846395, XRT RA Coordinates: 181.68712:06:44.9, Redshift: 66.04466:02:38.4
GRB Name: 180705A, Detection Day: 15:41:14, Detection Time: 846299, XRT RA Coordinates: 212.60514:10:25.2, Redshift: -11.640-11:38:24.0
GRB Name: 180704A, Detection Day: 05:36:42, Detection Time: 846088, XRT RA Coordinates: 32.60502:10:25.2, Redshift: 69.96569:57:54.0
GRB Name: 180703A, Detection Day: 21:01:40.50, Detection Time: Fermi, XRT RA Coordinates: 6.5400:26:09.6, Redshift: -67.1-67:06:00.0
GRB Name: 180630A, Detection Day: 11:11:51, Detection Time: 845443, XRT RA Coordinates: 48.88503:15:32.4, Redshift: -87.476-87:28:33.6
GRB Name: 180626A, Detection Day: 08:21:16, Detection Time: 844615, XRT RA Coordinates: 243.56916:14:16.6, Redshift: 14.75914:45:32.4
GRB Name: 180624A, Detection Day: 13:49:40, Detection Time: 844192, XRT RA Coordinates: 318.09621:12:23.0, Redshift: -2.356-02:21:21.6
GRB Name: 180623A, Detection Day: 16:41:56, Detection Time: 844015, XRT RA Coordinates: 214.52814:18:06.7, Redshift: -60.268-60:16:04.8
GRB Name: 180620B, Detection Day: 15:50:37, Detection Time: 843211, XRT RA Coordinates: 357.51423:50:03.4, Redshift: -57.954-57:57:14.4
GRB Name: 180620A, Detection Day: 08:34:58, Detection Time: 843122, XRT RA Coordinates: 279.89018:39:33.6, Redshift: 23.23923:14:20.4
GRB Name: 180618A, Detection Day: 00:43:13, Detection Time: 842475, XRT RA Coordinates: 169.94811:19:47.5, Redshift: 73.82573:49:30.0
GRB Name: 180614A, Detection Day: 19:16:13, Detection Time: 841548, XRT RA Coordinates: 3.07300:12:17.5, Redshift: 46.96946:58:08.4
GRB Name: 180613A, Detection Day: 15:36:18, Detection Time: 840853, XRT RA Coordinates: 211.54514:06:10.8, Redshift: -43.082-43:04:55.2
GRB Name: 180602A, Detection Day: 08:14:50, Detection Time: 835200, XRT RA Coordinates: 142.34309:29:22.3, Redshift: 32.08032:04:48.0
GRB Name: 180514A, Detection Day: 13:25:33, Detection Time: 832368, XRT RA Coordinates: 197.38213:09:31.7, Redshift: 36.97036:58:12.0
GRB Name: 180512A, Detection Day: 22:01:47, Detection Time: 832119, XRT RA Coordinates: 201.94013:27:45.6, Redshift: 21.40421:24:14.4
GRB Name: 180510B, Detection Day: 20:15:42, Detection Time: 831816, XRT RA Coordinates: 77.96505:11:51.6, Redshift: -62.320-62:19:12.0
GRB Name: 180510A, Detection Day: 19:24:34, Detection Time: 831810, XRT RA Coordinates: 276.33518:25:20.4, Redshift: -31.917-31:55:01.2
GRB Name: 180504A, Detection Day: 19:46:13, Detection Time: 830822, XRT RA Coordinates: 331.14422:04:34.6, Redshift: -14.665-14:39:54.0
GRB Name: 180425A, Detection Day: 06:46:21, Detection Time: 828672, XRT RA Coordinates: 64.45004:17:48.0, Redshift: -32.949-32:56:56.4
GRB Name: 180418A, Detection Day: 06:44:06, Detection Time: 826428, XRT RA Coordinates: 170.13211:20:31.7, Redshift: 24.92524:55:30.0
GRB Name: 180411A, Detection Day: 12:27:43, Detection Time: 824451, XRT RA Coordinates: 356.84023:47:21.6, Redshift: 66.79066:47:24.0
GRB Name: 180410A, Detection Day: 08:02:59, Detection Time: 824063, XRT RA Coordinates: 95.97406:23:53.8, Redshift: 12.80412:48:14.4
GRB Name: 180409A, Detection Day: n/a, Detection Time: IPN, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 180407A, Detection Day: 01:54:49, Detection Time: 823001, XRT RA Coordinates: 35.23602:20:56.6, Redshift: 33.51333:30:46.8
GRB Name: 180404B, Detection Day: 02:11:44, Detection Time: 821902, XRT RA Coordinates: 53.39003:33:33.6, Redshift: -50.213-50:12:46.8
GRB Name: 180404A, Detection Day: 00:45:35, Detection Time: 821881, XRT RA Coordinates: 83.54005:34:09.6, Redshift: -37.168-37:10:04.8
GRB Name: 180402A, Detection Day: 09:44:59, Detection Time: 821103, XRT RA Coordinates: 251.92316:47:41.5, Redshift: -14.928-14:55:40.8
GRB Name: 180331B, Detection Day: 15:38:39, Detection Time: 820513, XRT RA Coordinates: 196.78113:07:07.4, Redshift: 61.73561:44:06.0
GRB Name: 180331A, Detection Day: 04:14:55, Detection Time: 820347, XRT RA Coordinates: 66.00504:24:01.2, Redshift: 13.38613:23:09.6
GRB Name: 180329B, Detection Day: 14:08:23, Detection Time: 819490, XRT RA Coordinates: 82.90505:31:37.2, Redshift: -23.694-23:41:38.4
GRB Name: 180329A, Detection Day: 00:58:00, Detection Time: 819301, XRT RA Coordinates: 329.31421:57:15.4, Redshift: -15.043-15:02:34.8
GRB Name: 180325A, Detection Day: 01:53:02, Detection Time: 817564, XRT RA Coordinates: 157.41610:29:39.8, Redshift: 24.46124:27:39.6
GRB Name: 180324A, Detection Day: 04:37:09, Detection Time: 817345, XRT RA Coordinates: 76.58105:06:19.4, Redshift: 56.74456:44:38.4
GRB Name: 180316A, Detection Day: 04:57:25, Detection Time: 814677, XRT RA Coordinates: 265.42217:41:41.3, Redshift: 0.73700:44:13.2
GRB Name: 180314B, Detection Day: 22:23:36, Detection Time: 814305, XRT RA Coordinates: 297.85519:51:25.2, Redshift: 23.63423:38:02.4
GRB Name: 180314A, Detection Day: 00:43:31, Detection Time: 814129, XRT RA Coordinates: 99.20806:36:49.9, Redshift: -24.530-24:31:48.0
GRB Name: 180311A, Detection Day: 18:03:49, Detection Time: 813721, XRT RA Coordinates: 3.37900:13:31.0, Redshift: -54.491-54:29:27.6
GRB Name: 180305A, Detection Day: 09:26:08.66, Detection Time: Fermi, XRT RA Coordinates: 49.703:18:48.0, Redshift: 32.132:06:00.0
GRB Name: 180224A, Detection Day: 22:21:07, Detection Time: 811561, XRT RA Coordinates: 202.67513:30:42.0, Redshift: 38.07338:04:22.8
GRB Name: 180222A, Detection Day: 13:10:03, Detection Time: 811235, XRT RA Coordinates: 256.53717:06:08.9, Redshift: -36.819-36:49:08.4
GRB Name: 180210A, Detection Day: 12:24:38.55, Detection Time: Fermi, XRT RA Coordinates: 3.3300:13:19.2, Redshift: 21.0121:00:36.0
GRB Name: 180205A, Detection Day: 04:25:29.3, Detection Time: 808625, XRT RA Coordinates: 126.81908:27:16.6, Redshift: 11.53611:32:09.6
GRB Name: 180204A, Detection Day: 02:36:16, Detection Time: 808483, XRT RA Coordinates: 330.12322:00:29.5, Redshift: 30.85230:51:07.2
GRB Name: 180115A, Detection Day: 04:16:03, Detection Time: 805318, XRT RA Coordinates: 12.04000:48:09.6, Redshift: -15.632-15:37:55.2
GRB Name: 180113A, Detection Day: 02:47:06, Detection Time: 804999, XRT RA Coordinates: 19.21101:16:50.6, Redshift: 68.68268:40:55.2
GRB Name: 180111A, Detection Day: 16:42:06, Detection Time: 804692, XRT RA Coordinates: 149.78209:59:07.7, Redshift: 48.25448:15:14.4
GRB Name: 180103A, Detection Day: 01:08:30, Detection Time: 803066, XRT RA Coordinates: 159.58510:38:20.4, Redshift: -53.555-53:33:18.0
GRB Name: 180102A, Detection Day: 15:49:44, Detection Time: 802999, XRT RA Coordinates: 203.07813:32:18.7, Redshift: 62.16162:09:39.6
GRB Name: 171222A, Detection Day: 16:24:59, Detection Time: 799669, XRT RA Coordinates: 148.27309:53:05.5, Redshift: 35.62435:37:26.4
GRB Name: 171216A, Detection Day: 03:06:59, Detection Time: 797441, XRT RA Coordinates: 212.01314:08:03.1, Redshift: -50.500-50:30:00.0
GRB Name: 171212A, Detection Day: 11:57:21, Detection Time: 796778, XRT RA Coordinates: 293.92019:35:40.8, Redshift: 20.59720:35:49.2
GRB Name: 171211A, Detection Day: 09:27:32, Detection Time: 796469, XRT RA Coordinates: 98.15406:32:37.0, Redshift: -58.689-58:41:20.4
GRB Name: 171209A, Detection Day: 14:46:16, Detection Time: 796100, XRT RA Coordinates: 139.38709:17:32.9, Redshift: -30.523-30:31:22.8
GRB Name: 171205A, Detection Day: 07:20:43, Detection Time: 794972, XRT RA Coordinates: 167.42311:09:41.5, Redshift: -12.599-12:35:56.4
GRB Name: 171124A, Detection Day: 05:37:56.50, Detection Time: Fermi, XRT RA Coordinates: n/a, Redshift: n/a
GRB Name: 171123A, Detection Day: 14:14:47, Detection Time: 791922, XRT RA Coordinates: 186.19812:24:47.5, Redshift: 32.50332:30:10.8
GRB Name: 171120A, Detection Day: 13:20:02, Detection Time: 791201, XRT RA Coordinates: 163.77410:55:05.8, Redshift: 22.46122:27:39.6
GRB Name: 171115A, Detection Day: 18:51:20, Detection Time: 790053, XRT RA Coordinates: 278.39218:33:34.1, Redshift: 9.11809:07:04.8
GRB Name: 171103A, Detection Day: 23:10:32, Detection Time: 785850, XRT RA Coordinates: 249.51016:38:02.4, Redshift: -10.206-10:12:21.6
GRB Name: 171102B, Detection Day: 15:20:29, Detection Time: 785510, XRT RA Coordinates: 288.09619:12:23.0, Redshift: 22.43422:26:02.4
GRB Name: 171027A, Detection Day: 08:23:06, Detection Time: 783479, XRT RA Coordinates: 61.68304:06:43.9, Redshift: -2.601-02:36:03.6
GRB Name: 171020A, Detection Day: 23:07:10, Detection Time: 780845, XRT RA Coordinates: 39.26002:37:02.4, Redshift: 15.19915:11:56.4
GRB Name: 171011A, Detection Day: 18:32:47, Detection Time: 778154, XRT RA Coordinates: 236.76615:47:03.8, Redshift: -10.064-10:03:50.4
GRB Name: 171010B, Detection Day: 20:59:24.168, Detection Time: 778019Ground Analysis, XRT RA Coordinates: 34.12302:16:29.5, Redshift: -54.410-54:24:36.0
GRB Name: 171010A, Detection Day: 19:00:50.58, Detection Time: Fermi, XRT RA Coordinates: 66.7404:26:57.6, Redshift: -10.53-10:31:48.0
GRB Name: 171007A, Detection Day: 11:57:38, Detection Time: 777215, XRT RA Coordinates: 135.63509:02:32.4, Redshift: 42.93042:55:48.0
GRB Name: 171004A, Detection Day: 07:55:32, Detection Time: 776347, XRT RA Coordinates: 139.15009:16:36.0, Redshift: 52.68452:41:02.4
GRB Name: 171001A, Detection Day: 18:25:40, Detection Time: 775553, XRT RA Coordinates: 22.08001:28:19.2, Redshift: -11.928-11:55:40.8
GRB Name: 170921A, Detection Day: 14:28:48, Detection Time: 773509, XRT RA Coordinates: 26.84001:47:21.6, Redshift: 30.88030:52:48.0
GRB Name: 170912B, Detection Day: 06:33:46, Detection Time: 772052, XRT RA Coordinates: 215.46414:21:51.4, Redshift: -61.997-61:59:49.2
GRB Name: 170912A, Detection Day: 01:34:16, Detection Time: 772006, XRT RA Coordinates: 167.38611:09:32.6, Redshift: -54.343-54:20:34.8
GRB Name: 170906C, Detection Day: 07:26:17, Detection Time: 770981, XRT RA Coordinates: 128.65908:34:38.2, Redshift: 70.80570:48:18.0
GRB Name: 170906B, Detection Day: 00:55:46, Detection Time: 770958, XRT RA Coordinates: 232.22115:28:53.0, Redshift: -28.251-28:15:03.6
GRB Name: 170906A, Detection Day: 00:43:11, Detection Time: 770957, XRT RA Coordinates: 203.94913:35:47.8, Redshift: -47.088-47:05:16.8
GRB Name: 170903A, Detection Day: 12:49:07, Detection Time: 770528, XRT RA Coordinates: 254.53216:58:07.7, Redshift: 34.98534:59:06.0
GRB Name: 170827A, Detection Day: 05:12:28, Detection Time: 769567, XRT RA Coordinates: 276.18918:24:45.4, Redshift: -40.202-40:12:07.2
GRB Name: 170823A, Detection Day: 22:16:48, Detection Time: 769177, XRT RA Coordinates: 188.71312:34:51.1, Redshift: 35.54935:32:56.4
GRB Name: 170822A, Detection Day: 09:11:51, Detection Time: 768939, XRT RA Coordinates: 94.37506:17:30.0, Redshift: 55.00055:00:00.0
GRB Name: 170813A, Detection Day: 01:13:16, Detection Time: 767563, XRT RA Coordinates: 201.05713:24:13.7, Redshift: -5.527-05:31:37.2
GRB Name: 170810A, Detection Day: 22:01:41, Detection Time: 767284, XRT RA Coordinates: 187.92812:31:42.7, Redshift: 3.66403:39:50.4
GRB Name: 170807A, Detection Day: 21:56:09, Detection Time: 766821, XRT RA Coordinates: 143.43409:33:44.2, Redshift: -17.348-17:20:52.8
GRB Name: 170804A, Detection Day: 12:01:37, Detection Time: 766194, XRT RA Coordinates: 6.40400:25:37.0, Redshift: -64.781-64:46:51.6
GRB Name: 170803A, Detection Day: 17:30:27, Detection Time: 766081, XRT RA Coordinates: 174.94711:39:47.3, Redshift: -16.312-16:18:43.2
GRB Name: 170728B, Detection Day: 23:03:19, Detection Time: 765130, XRT RA Coordinates: 238.01915:52:04.6, Redshift: 70.11170:06:39.6
GRB Name: 170728A, Detection Day: 06:53:28, Detection Time: 765008, XRT RA Coordinates: 58.90103:55:36.2, Redshift: 12.16912:10:08.4
GRB Name: 170724A, Detection Day: 00:48:44, Detection Time: 764204, XRT RA Coordinates: 150.05710:00:13.7, Redshift: -1.025-01:01:30.0
GRB Name: 170714A, Detection Day: 12:25:32, Detection Time: 762535, XRT RA Coordinates: 34.32202:17:17.3, Redshift: 1.96201:57:43.2
GRB Name: 170711A, Detection Day: 22:20:25, Detection Time: 761622, XRT RA Coordinates: 45.78203:03:07.7, Redshift: 47.84547:50:42.0
GRB Name: 170710B, Detection Day: 08:10:06.251, Detection Time: Ground Analysis, XRT RA Coordinates: 43.12202:52:29.3, Redshift: 42.67942:40:44.4
GRB Name: 170710A, Detection Day: 00:45:44, Detection Time: 761119, XRT RA Coordinates: 231.85115:27:24.2, Redshift: -38.523-38:31:22.8
GRB Name: 170705A, Detection Day: 02:45:47, Detection Time: 760064, XRT RA Coordinates: 191.70812:46:49.9, Redshift: 18.29818:17:52.8
GRB Name: 170629A, Detection Day: 12:53:33, Detection Time: 759159, XRT RA Coordinates: 129.96308:39:51.1, Redshift: -46.585-46:35:06.0
GRB Name: 170626A, Detection Day: 09:37:23, Detection Time: 758766, XRT RA Coordinates: 165.40911:01:38.2, Redshift: 56.47956:28:44.4
GRB Name: 170607A, Detection Day: 23:21:33, Detection Time: 756284, XRT RA Coordinates: 7.35800:29:25.9, Redshift: 9.22509:13:30.0
GRB Name: 170604A, Detection Day: 19:08:50, Detection Time: 755867, XRT RA Coordinates: 342.64522:50:34.8, Redshift: -15.406-15:24:21.6
GRB Name: 170531B, Detection Day: 22:02:09, Detection Time: 755354, XRT RA Coordinates: 286.90119:07:36.2, Redshift: -16.414-16:24:50.4
GRB Name: 170531A, Detection Day: 20:07:32, Detection Time: 755343, XRT RA Coordinates: 121.21808:04:52.3, Redshift: -14.017-14:01:01.2
GRB Name: 170526A, Detection Day: 13:35:08, Detection Time: 754549, XRT RA Coordinates: 4.72300:18:53.5, Redshift: 1.27701:16:37.2
GRB Name: 170524B, Detection Day: 10:40:40, Detection Time: 754265, XRT RA Coordinates: 90.86406:03:27.4, Redshift: -17.086-17:05:09.6
GRB Name: 170524A, Detection Day: 19:49:15, Detection Time: 754322, XRT RA Coordinates: 319.48821:17:57.1, Redshift: 48.60348:36:10.8
GRB Name: 170522A, Detection Day: 15:45:35.28, Detection Time: Fermi, XRT RA Coordinates: 135.4509:01:48.0, Redshift: 27.1227:07:12.0
GRB Name: 170519A, Detection Day: 05:10:02, Detection Time: 753445, XRT RA Coordinates: 163.42910:53:43.0, Redshift: 25.37425:22:26.4
GRB Name: 170516A, Detection Day: 12:49:20, Detection Time: 753110, XRT RA Coordinates: 41.54302:46:10.3, Redshift: -55.929-55:55:44.4
GRB Name: 170510A, Detection Day: 05:12:25.73, Detection Time: Fermi, XRT RA Coordinates: 159.9110:39:38.4, Redshift: -39.32-39:19:12.0
GRB Name: 170428A, Detection Day: 09:13:42, Detection Time: 750298, XRT RA Coordinates: 330.05122:00:12.2, Redshift: 26.91326:54:46.8
GRB Name: 170419B, Detection Day: 21:33:46, Detection Time: 748947, XRT RA Coordinates: 60.49404:01:58.6, Redshift: -15.121-15:07:15.6
GRB Name: 170419A, Detection Day: 13:26:40, Detection Time: 748898, XRT RA Coordinates: 79.85405:19:25.0, Redshift: -21.433-21:25:58.8
GRB Name: 170405A, Detection Day: 18:39:48, Detection Time: 745797, XRT RA Coordinates: 219.82414:39:17.8, Redshift: -25.236-25:14:09.6
GRB Name: 170331A, Detection Day: 01:40:46, Detection Time: 744791, XRT RA Coordinates: 323.77821:35:06.7, Redshift: -24.406-24:24:21.6
GRB Name: 170330A, Detection Day: 22:29:51, Detection Time: 744773, XRT RA Coordinates: 283.33118:53:19.4, Redshift: -13.458-13:27:28.8
GRB Name: 170325A, Detection Day: 07:56:57.95, Detection Time: Ground Analysis, XRT RA Coordinates: 127.48308:29:55.9, Redshift: 20.52620:31:33.6
GRB Name: 170318B, Detection Day: 15:27:52, Detection Time: 743086, XRT RA Coordinates: 284.22918:56:55.0, Redshift: 6.33506:20:06.0
